sales_document,document_type,sales_document_item,order_date,company_code,sales_organization,distribution_channel,sold_to_customer,material_id,order_priority,payment_terms,incoterms,order_quantity,net_unit_price,discount_pct
245,ZOR,10,2024-11-24,1000,DE01,Online,C001,MAT003,Medium,PREPAID,DAP,8,1720.73,0.0
246,OR,10,2023-12-17,2000,EU01,Inside Sales,C005,MAT007,Critical,COD,FCA,3,234.54,0.15
247,ZOR,10,2023-04-17,2000,DE01,Inside Sales,C006,MAT001,Medium,COD,DAP,2,1601.6,0.05
248,OR,10,2024-11-01,1000,EU02,Partner,C009,MAT002,Critical,NET45,DAP,6,1206.45,0.15
249,OR,10,2024-09-19,1000,EU02,Inside Sales,C008,MAT003,Low,COD,DAP,4,619.03,0.0
250,ZOR,10,2024-07-17,1000,DE01,Inside Sales,C008,MAT008,Low,COD,DAP,6,244.52,0.05
251,ZOR,10,2023-04-16,1000,EU02,Online,C002,MAT005,Medium,COD,DAP,6,1491.67,0.2
252,ZOR,10,2024-07-27,2000,DE01,Online,C004,MAT001,High,PREPAID,FCA,5,1001.67,0.0
253,OR,10,2023-06-18,2000,DE01,Partner,C010,MAT004,Medium,NET30,DAP,4,841.69,0.2
254,OR,10,2023-04-21,1000,EU01,Inside Sales,C010,MAT003,Critical,NET30,FCA,12,120.73,0.05
255,OR,10,2023-07-01,1000,EU01,Partner,C009,MAT007,Critical,NET45,DAP,7,1735.74,0.0
256,ZOR,10,2024-02-27,1000,DE01,Retail,C010,MAT005,High,NET45,FCA,11,1756.19,0.0
257,OR,10,2024-10-14,2000,EU02,Inside Sales,C010,MAT007,High,COD,EXW,9,222.92,0.05
258,ZOR,10,2023-02-27,1000,EU01,Partner,C003,MAT001,High,NET45,FCA,1,668.07,0.05
259,ZOR,10,2024-07-29,1000,EU02,Partner,C001,MAT007,Critical,COD,FCA,6,1739.7,0.0
260,OR,10,2023-07-27,2000,EU02,Retail,C004,MAT005,Critical,NET45,FCA,2,365.01,0.0
261,ZOR,10,2024-01-22,2000,EU02,Partner,C003,MAT003,High,NET30,DAP,8,1287.6,0.0
262,ZOR,10,2024-09-03,2000,EU02,Partner,C002,MAT006,Medium,NET45,FCA,2,1422.75,0.0
263,ZOR,10,2024-02-18,1000,DE01,Partner,C006,MAT006,High,NET45,FCA,9,873.12,0.1
264,ZOR,10,2024-11-15,1000,EU02,Retail,C001,MAT006,Critical,NET30,DAP,5,988.52,0.0
265,ZOR,10,2024-06-10,1000,EU01,Retail,C006,MAT002,Low,NET45,FCA,9,47.94,0.0
266,OR,10,2023-08-07,1000,EU02,Inside Sales,C002,MAT003,Low,COD,FCA,6,101.87,0.0
267,OR,10,2024-07-25,2000,EU01,Inside Sales,C008,MAT007,Critical,PREPAID,EXW,7,1223.37,0.1
268,OR,10,2024-09-25,1000,EU01,Online,C005,MAT005,Low,PREPAID,DAP,7,732.37,0.15
269,OR,10,2024-06-30,2000,EU02,Partner,C003,MAT005,High,NET30,FCA,9,284.52,0.0
270,ZOR,10,2024-02-08,1000,EU02,Partner,C004,MAT007,Medium,NET45,EXW,4,1123.8,0.0
271,ZOR,10,2024-11-18,1000,EU01,Online,C005,MAT002,Medium,COD,DAP,6,261.3,0.15
272,OR,10,2024-09-26,2000,EU01,Inside Sales,C006,MAT005,Medium,PREPAID,DAP,7,332.65,0.0
273,ZOR,10,2024-10-18,2000,DE01,Partner,C008,MAT008,Critical,PREPAID,DAP,8,1008.7,0.0
274,OR,10,2023-10-15,2000,EU02,Online,C002,MAT001,Low,COD,FCA,4,1634.63,0.1
275,ZOR,10,2024-04-28,2000,DE01,Partner,C003,MAT008,Low,COD,DAP,9,53.69,0.0
276,ZOR,10,2024-06-10,1000,DE01,Retail,C008,MAT006,Low,NET45,DAP,4,145.95,0.0
277,ZOR,10,2023-07-31,2000,EU01,Online,C001,MAT006,Low,PREPAID,FCA,5,1056.28,0.1
278,OR,10,2024-01-23,2000,EU01,Retail,C009,MAT007,High,PREPAID,DAP,8,1600.86,0.0
279,OR,10,2023-06-19,2000,DE01,Retail,C003,MAT003,High,NET30,FCA,4,766.79,0.0
280,ZOR,10,2024-11-22,1000,EU02,Retail,C007,MAT001,Medium,NET30,EXW,10,1080.49,0.0
281,OR,10,2024-08-09,1000,EU01,Retail,C009,MAT007,Low,PREPAID,EXW,4,827.84,0.05
282,OR,10,2024-02-25,2000,DE01,Partner,C008,MAT002,Medium,COD,DAP,3,226.63,0.0
283,OR,10,2024-03-05,1000,EU01,Online,C009,MAT002,Low,COD,FCA,3,1627.0,0.1
284,ZOR,10,2024-03-17,1000,EU02,Inside Sales,C004,MAT008,Critical,PREPAID,FCA,12,1637.37,0.2
285,ZOR,10,2024-03-11,2000,DE01,Online,C005,MAT007,High,NET45,EXW,12,1347.53,0.0
286,ZOR,10,2024-06-16,1000,EU02,Partner,C007,MAT006,Low,NET45,DAP,11,1068.18,0.0
287,ZOR,10,2024-01-10,1000,EU01,Inside Sales,C003,MAT006,Critical,PREPAID,DAP,10,642.79,0.15
288,OR,10,2024-11-06,2000,EU02,Retail,C002,MAT004,Critical,PREPAID,FCA,10,1265.31,0.15
289,OR,10,2024-10-13,1000,EU01,Inside Sales,C002,MAT002,High,NET45,DAP,2,1109.94,0.15
290,OR,10,2024-11-02,1000,EU02,Inside Sales,C008,MAT001,Medium,PREPAID,EXW,1,1418.69,0.1
291,OR,10,2024-09-21,2000,DE01,Online,C003,MAT002,High,COD,DAP,11,732.43,0.1
292,OR,10,2024-12-21,2000,EU02,Partner,C006,MAT005,Medium,NET45,DAP,7,1049.71,0.0
293,ZOR,10,2023-04-20,2000,DE01,Partner,C009,MAT005,Critical,COD,FCA,8,1393.99,0.2
294,ZOR,10,2024-04-16,1000,EU01,Online,C007,MAT004,Medium,PREPAID,DAP,6,946.63,0.0
295,ZOR,10,2023-10-22,2000,DE01,Retail,C008,MAT006,High,NET45,FCA,5,357.61,0.15
296,OR,10,2023-07-24,2000,DE01,Retail,C004,MAT004,High,NET45,EXW,2,1659.13,0.15
297,ZOR,10,2023-01-07,2000,EU02,Partner,C008,MAT005,Critical,NET45,FCA,5,737.26,0.2
298,ZOR,10,2024-06-22,1000,EU02,Partner,C007,MAT003,Critical,NET30,FCA,9,847.02,0.15
299,OR,10,2023-08-04,2000,EU01,Partner,C003,MAT005,Medium,PREPAID,DAP,10,640.57,0.0
300,ZOR,10,2024-03-05,2000,EU01,Inside Sales,C003,MAT003,Medium,NET30,FCA,5,1454.21,0.1
301,ZOR,10,2023-05-30,1000,DE01,Inside Sales,C008,MAT003,High,COD,DAP,5,1027.17,0.1
302,OR,10,2024-12-08,1000,EU01,Inside Sales,C002,MAT008,High,PREPAID,DAP,6,1024.02,0.2
303,ZOR,10,2024-02-26,1000,EU02,Retail,C005,MAT006,High,COD,FCA,8,1605.2,0.05
304,OR,10,2024-10-08,2000,EU01,Inside Sales,C002,MAT002,Medium,PREPAID,EXW,6,594.29,0.0
305,ZOR,10,2024-10-22,2000,EU01,Inside Sales,C007,MAT003,Medium,NET30,EXW,12,449.12,0.0
306,OR,10,2023-03-23,2000,DE01,Online,C002,MAT008,Low,NET30,DAP,9,1385.22,0.0
307,ZOR,10,2023-06-09,2000,DE01,Retail,C005,MAT008,Medium,NET45,FCA,3,85.43,0.15
308,ZOR,10,2024-04-23,1000,EU02,Retail,C010,MAT008,Critical,PREPAID,DAP,8,987.51,0.2
309,ZOR,10,2024-01-10,1000,EU01,Online,C001,MAT003,High,PREPAID,DAP,9,49.68,0.05
310,OR,10,2024-03-16,1000,EU02,Partner,C004,MAT007,Critical,COD,EXW,3,1296.87,0.15
311,ZOR,10,2023-09-27,1000,EU02,Partner,C005,MAT005,Critical,NET45,EXW,3,276.14,0.0
312,ZOR,10,2024-04-08,1000,EU01,Online,C003,MAT001,Low,NET45,EXW,5,510.13,0.15
313,OR,10,2023-08-27,1000,EU01,Retail,C006,MAT007,High,COD,DAP,8,1265.09,0.0
314,ZOR,10,2023-02-27,1000,EU02,Inside Sales,C003,MAT004,High,COD,EXW,2,1755.17,0.15
315,OR,10,2023-09-11,2000,EU02,Online,C009,MAT004,Critical,COD,FCA,5,1687.42,0.0
316,ZOR,10,2024-07-16,2000,EU02,Partner,C004,MAT006,Low,NET45,EXW,4,1152.08,0.0
317,ZOR,10,2024-08-21,1000,DE01,Online,C010,MAT008,Medium,PREPAID,EXW,4,313.34,0.0
318,OR,10,2024-10-02,2000,EU02,Retail,C009,MAT002,Medium,COD,EXW,6,1767.66,0.2
319,ZOR,10,2023-07-17,2000,EU02,Retail,C005,MAT001,Critical,COD,FCA,5,992.93,0.05
320,ZOR,10,2024-07-10,2000,EU01,Retail,C002,MAT003,Critical,PREPAID,DAP,9,682.95,0.0
321,ZOR,10,2023-07-09,1000,EU01,Online,C009,MAT007,Medium,COD,FCA,3,1117.01,0.0
322,OR,10,2023-04-24,1000,DE01,Retail,C001,MAT004,Low,COD,EXW,2,91.16,0.15
323,OR,10,2024-06-22,2000,DE01,Online,C001,MAT004,Critical,NET30,DAP,11,142.14,0.1
324,ZOR,10,2024-12-26,1000,EU02,Online,C005,MAT002,Medium,NET30,EXW,12,442.75,0.05
325,OR,10,2024-11-03,2000,EU02,Online,C010,MAT006,Critical,COD,EXW,3,1433.69,0.1
326,ZOR,10,2024-11-04,2000,EU01,Partner,C006,MAT007,Critical,PREPAID,FCA,4,1028.95,0.0
327,ZOR,10,2023-09-18,2000,EU01,Online,C001,MAT005,Low,NET45,DAP,1,565.09,0.0
328,OR,10,2024-12-07,1000,DE01,Inside Sales,C006,MAT003,Medium,PREPAID,DAP,10,476.0,0.0
329,OR,10,2024-02-14,2000,EU01,Retail,C008,MAT002,High,NET30,FCA,10,708.43,0.2
330,OR,10,2024-03-20,1000,EU02,Online,C007,MAT001,High,NET30,DAP,9,1032.07,0.0
331,ZOR,10,2023-06-06,2000,EU02,Online,C004,MAT007,High,COD,EXW,3,628.34,0.05
332,ZOR,10,2024-07-15,1000,EU01,Inside Sales,C003,MAT003,Critical,NET45,DAP,7,1186.22,0.0
333,OR,10,2024-06-20,1000,EU01,Inside Sales,C006,MAT002,Low,COD,DAP,6,649.76,0.0
334,OR,10,2023-01-25,2000,EU02,Inside Sales,C010,MAT003,Critical,NET30,EXW,4,1244.66,0.0
335,OR,10,2023-02-25,2000,DE01,Partner,C002,MAT005,Critical,COD,EXW,6,403.9,0.1
336,ZOR,10,2024-06-19,1000,EU02,Online,C007,MAT001,High,NET45,EXW,5,389.23,0.15
337,OR,10,2024-04-21,2000,EU02,Partner,C006,MAT002,Low,PREPAID,FCA,7,443.01,0.05
338,OR,10,2023-11-20,1000,DE01,Inside Sales,C009,MAT001,Low,NET45,FCA,5,623.75,0.05
339,ZOR,10,2023-12-22,2000,DE01,Partner,C001,MAT005,Critical,NET30,FCA,5,433.15,0.0
340,OR,10,2023-03-31,2000,DE01,Retail,C007,MAT005,High,COD,FCA,3,399.93,0.0
341,ZOR,10,2023-07-27,1000,EU01,Retail,C010,MAT003,High,NET30,FCA,9,1709.28,0.0
342,ZOR,10,2023-01-31,2000,EU01,Inside Sales,C005,MAT003,Medium,NET30,EXW,3,81.24,0.1
343,OR,10,2024-08-03,1000,EU02,Online,C006,MAT002,Critical,NET45,FCA,10,862.37,0.15
344,OR,10,2024-05-18,1000,DE01,Retail,C001,MAT007,Low,PREPAID,DAP,4,1345.28,0.0
345,ZOR,10,2024-03-25,2000,DE01,Inside Sales,C007,MAT001,Critical,PREPAID,DAP,10,1692.58,0.1
346,OR,10,2024-10-18,2000,EU01,Online,C004,MAT007,Low,COD,FCA,11,1733.98,0.0
347,ZOR,10,2023-11-08,1000,EU01,Partner,C010,MAT001,Medium,COD,FCA,8,194.63,0.1
348,ZOR,10,2024-12-13,2000,EU01,Inside Sales,C001,MAT003,Critical,NET45,DAP,2,476.4,0.15
349,OR,10,2023-05-07,2000,EU02,Partner,C002,MAT007,Medium,COD,FCA,7,112.49,0.0
350,OR,10,2023-06-03,1000,EU02,Online,C007,MAT005,High,COD,DAP,11,353.93,0.0
351,ZOR,10,2023-09-17,2000,EU01,Online,C010,MAT008,Medium,NET45,FCA,11,874.63,0.05
352,OR,10,2024-09-06,2000,EU02,Retail,C001,MAT003,Medium,NET30,FCA,6,99.81,0.2
353,ZOR,10,2024-09-09,1000,DE01,Online,C007,MAT003,Medium,PREPAID,FCA,11,1255.52,0.1
354,OR,10,2024-04-11,1000,EU01,Partner,C006,MAT007,Low,COD,FCA,2,551.85,0.0
355,OR,10,2023-12-04,1000,EU02,Online,C002,MAT002,Critical,PREPAID,DAP,10,1531.36,0.0
356,ZOR,10,2023-12-29,2000,EU01,Retail,C010,MAT004,High,NET45,EXW,2,77.34,0.15
357,ZOR,10,2024-09-22,1000,EU01,Partner,C009,MAT004,Low,NET45,FCA,5,484.05,0.0
358,OR,10,2024-07-17,1000,EU02,Partner,C006,MAT007,Low,NET45,EXW,6,1506.7,0.15
359,ZOR,10,2024-10-23,1000,EU02,Inside Sales,C009,MAT006,Critical,COD,FCA,1,1508.96,0.0
360,OR,10,2023-11-20,2000,EU01,Online,C003,MAT005,Low,PREPAID,DAP,11,977.99,0.0
361,ZOR,10,2023-07-11,2000,EU02,Online,C005,MAT007,Low,COD,EXW,6,832.61,0.0
362,ZOR,10,2023-06-29,1000,DE01,Online,C008,MAT001,Critical,NET45,EXW,6,1665.22,0.15
363,OR,10,2023-05-27,1000,EU02,Online,C008,MAT007,Low,NET30,DAP,1,1247.65,0.1
364,ZOR,10,2023-02-17,1000,EU02,Partner,C004,MAT006,Medium,NET45,DAP,5,974.47,0.2
365,OR,10,2023-10-07,2000,DE01,Online,C010,MAT002,Medium,PREPAID,FCA,6,513.41,0.15
366,ZOR,10,2023-06-25,2000,EU02,Inside Sales,C001,MAT003,Low,COD,FCA,1,221.96,0.0
367,ZOR,10,2023-07-03,2000,EU01,Retail,C009,MAT002,Critical,NET45,EXW,12,861.51,0.05
368,ZOR,10,2024-12-28,1000,DE01,Retail,C010,MAT005,High,COD,EXW,12,1653.97,0.0
369,ZOR,10,2023-01-31,1000,EU01,Inside Sales,C008,MAT003,High,PREPAID,FCA,10,259.85,0.0
370,ZOR,10,2023-11-30,2000,EU01,Inside Sales,C004,MAT004,Medium,COD,DAP,2,636.36,0.2
371,OR,10,2024-03-21,1000,EU02,Online,C010,MAT008,Low,COD,DAP,9,207.36,0.05
372,ZOR,10,2023-03-13,2000,EU01,Online,C002,MAT004,Medium,NET30,EXW,11,298.37,0.1
373,OR,10,2024-08-14,1000,EU02,Partner,C005,MAT005,Critical,PREPAID,EXW,10,49.33,0.1
374,OR,10,2023-03-05,1000,EU02,Partner,C002,MAT005,Low,NET45,DAP,12,1076.64,0.15
375,ZOR,10,2024-02-20,1000,EU02,Retail,C008,MAT003,Medium,COD,DAP,7,307.28,0.2
376,OR,10,2023-01-12,1000,EU02,Inside Sales,C007,MAT003,Low,NET45,FCA,7,1553.17,0.2
377,ZOR,10,2024-09-30,2000,EU02,Inside Sales,C007,MAT006,Medium,NET45,DAP,10,48.11,0.05
378,ZOR,10,2024-05-28,2000,DE01,Online,C010,MAT008,High,NET30,FCA,8,1732.47,0.0
379,ZOR,10,2024-06-23,1000,EU02,Online,C004,MAT008,Low,PREPAID,FCA,1,1629.83,0.1
380,ZOR,10,2024-06-08,2000,EU01,Partner,C005,MAT003,Low,PREPAID,FCA,10,494.68,0.15
381,ZOR,10,2024-08-09,1000,EU01,Inside Sales,C002,MAT003,Low,PREPAID,DAP,3,1121.88,0.0
382,OR,10,2023-04-25,2000,EU01,Retail,C005,MAT004,Critical,NET45,FCA,1,640.13,0.0
383,ZOR,10,2024-05-22,1000,EU02,Inside Sales,C003,MAT004,High,NET30,FCA,5,1368.43,0.0
384,ZOR,10,2024-02-13,2000,EU02,Retail,C007,MAT007,Critical,PREPAID,EXW,9,1571.04,0.0
385,OR,10,2024-11-25,1000,EU02,Partner,C007,MAT005,High,PREPAID,DAP,2,485.68,0.1
386,ZOR,10,2023-09-05,1000,EU01,Online,C001,MAT002,Low,COD,EXW,9,218.4,0.05
387,OR,10,2023-10-18,1000,DE01,Online,C001,MAT004,Low,NET30,EXW,10,264.29,0.15
388,ZOR,10,2023-04-24,2000,EU01,Online,C008,MAT005,Critical,PREPAID,DAP,3,1412.99,0.0
389,ZOR,10,2023-12-07,2000,DE01,Inside Sales,C002,MAT008,Medium,COD,EXW,11,903.48,0.0
390,ZOR,10,2024-09-20,2000,DE01,Online,C002,MAT002,High,COD,EXW,8,297.73,0.15
391,OR,10,2024-02-04,2000,EU01,Online,C009,MAT008,Critical,COD,DAP,12,1413.35,0.2
392,ZOR,10,2023-01-04,1000,EU02,Partner,C006,MAT005,Critical,NET30,FCA,11,195.03,0.1
393,OR,10,2023-10-24,1000,EU01,Retail,C005,MAT007,Low,PREPAID,DAP,2,1597.4,0.05
394,OR,10,2023-02-06,1000,EU01,Inside Sales,C002,MAT005,Critical,COD,EXW,1,633.84,0.0
395,ZOR,10,2023-05-02,1000,EU02,Retail,C002,MAT001,Medium,COD,FCA,1,866.7,0.1
396,OR,10,2024-10-26,1000,EU02,Online,C005,MAT002,Critical,NET45,FCA,2,1478.42,0.0
397,OR,10,2024-09-22,1000,EU01,Partner,C007,MAT006,Low,NET45,DAP,4,1383.86,0.1
398,OR,10,2023-05-04,2000,DE01,Partner,C009,MAT003,Critical,NET45,FCA,1,270.4,0.2
399,ZOR,10,2023-06-11,1000,DE01,Online,C003,MAT002,High,COD,FCA,8,1257.01,0.0
400,ZOR,10,2024-06-19,1000,DE01,Online,C010,MAT003,Critical,NET30,FCA,5,648.96,0.0
401,ZOR,10,2023-05-01,1000,EU01,Retail,C005,MAT001,Medium,NET30,EXW,11,1524.27,0.05
402,OR,10,2024-11-17,2000,EU01,Retail,C007,MAT005,High,COD,EXW,2,1341.84,0.1
403,OR,10,2024-05-11,1000,EU02,Inside Sales,C010,MAT006,Critical,NET45,FCA,11,1620.63,0.0
404,ZOR,10,2023-04-11,1000,EU01,Retail,C002,MAT008,Critical,NET30,DAP,3,416.53,0.1
405,ZOR,10,2024-01-18,1000,EU02,Partner,C005,MAT004,High,NET45,EXW,12,1038.7,0.0
406,OR,10,2024-04-14,2000,DE01,Partner,C010,MAT003,Medium,NET45,EXW,7,1547.56,0.05
407,OR,10,2024-04-18,2000,EU02,Retail,C004,MAT006,Critical,NET45,FCA,3,1647.78,0.0
408,ZOR,10,2024-04-26,2000,EU01,Online,C008,MAT008,Medium,NET30,FCA,1,1258.43,0.05
409,OR,10,2023-10-30,1000,EU01,Partner,C003,MAT008,Low,COD,DAP,3,1577.96,0.05
410,OR,10,2024-04-20,2000,EU02,Partner,C009,MAT001,High,COD,DAP,12,1704.86,0.1
411,OR,10,2023-03-24,2000,DE01,Online,C007,MAT006,Critical,NET30,DAP,6,344.35,0.1
412,OR,10,2024-12-27,2000,DE01,Online,C008,MAT004,Medium,PREPAID,DAP,5,923.79,0.05
413,ZOR,10,2024-01-17,2000,EU02,Online,C008,MAT005,Critical,PREPAID,FCA,12,1462.52,0.0
414,OR,10,2023-03-24,2000,DE01,Online,C003,MAT005,Low,NET45,DAP,3,1579.36,0.1
415,ZOR,10,2024-03-02,2000,EU01,Inside Sales,C001,MAT005,Medium,NET30,EXW,4,1508.68,0.1
416,ZOR,10,2024-08-15,2000,EU02,Inside Sales,C008,MAT005,Medium,PREPAID,EXW,5,435.27,0.0
417,ZOR,10,2023-12-28,1000,EU02,Retail,C009,MAT005,Medium,NET45,FCA,12,1631.82,0.2
418,ZOR,10,2023-04-30,1000,EU01,Partner,C006,MAT003,Medium,NET30,FCA,6,1761.21,0.0
419,OR,10,2023-06-16,1000,EU01,Inside Sales,C003,MAT008,High,NET45,EXW,12,998.95,0.1
420,ZOR,10,2023-10-30,1000,EU02,Inside Sales,C006,MAT002,Critical,NET30,EXW,11,1007.44,0.0
421,ZOR,10,2023-08-14,1000,EU01,Online,C010,MAT004,Medium,PREPAID,EXW,1,182.54,0.2
422,OR,10,2023-03-31,2000,EU01,Online,C006,MAT007,Medium,COD,DAP,7,693.05,0.0
423,OR,10,2024-04-01,2000,EU02,Inside Sales,C008,MAT005,Medium,COD,FCA,7,281.34,0.1
424,ZOR,10,2023-08-01,2000,DE01,Inside Sales,C002,MAT001,Critical,PREPAID,DAP,3,1016.01,0.15
425,ZOR,10,2023-07-10,2000,DE01,Partner,C010,MAT005,Critical,COD,EXW,1,1431.5,0.0
426,OR,10,2024-10-13,2000,EU01,Retail,C008,MAT004,Low,NET30,DAP,8,1790.0,0.0
427,ZOR,10,2024-08-18,2000,EU02,Inside Sales,C002,MAT006,Low,PREPAID,EXW,10,138.27,0.0
428,OR,10,2024-01-01,2000,EU01,Inside Sales,C006,MAT001,High,PREPAID,FCA,11,1687.6,0.1
429,ZOR,10,2023-04-07,2000,EU02,Partner,C005,MAT006,Low,PREPAID,EXW,1,276.72,0.0
430,OR,10,2023-12-15,1000,DE01,Retail,C004,MAT002,Critical,COD,EXW,2,1480.26,0.0
431,OR,10,2024-12-08,2000,EU02,Partner,C003,MAT005,Low,NET30,EXW,3,1547.28,0.0
432,OR,10,2023-05-09,1000,EU01,Online,C002,MAT001,Critical,COD,EXW,4,225.3,0.2
433,OR,10,2023-03-02,2000,DE01,Online,C005,MAT001,Low,NET30,FCA,4,1072.12,0.0
434,OR,10,2023-01-30,2000,EU02,Partner,C006,MAT003,Medium,NET30,EXW,10,1382.13,0.1
435,OR,10,2023-10-16,1000,DE01,Inside Sales,C006,MAT003,Critical,NET30,EXW,6,1767.0,0.05
436,ZOR,10,2024-02-22,1000,EU01,Online,C009,MAT003,Critical,PREPAID,FCA,5,1018.34,0.0
437,ZOR,10,2023-04-29,2000,EU02,Partner,C008,MAT004,Critical,PREPAID,DAP,4,1547.21,0.2
438,ZOR,10,2023-07-03,1000,EU01,Inside Sales,C009,MAT002,Low,NET45,DAP,7,1261.74,0.0
439,ZOR,10,2024-01-08,1000,EU02,Inside Sales,C002,MAT004,Critical,COD,DAP,12,1386.94,0.1
440,ZOR,10,2023-12-31,2000,EU02,Partner,C003,MAT008,Low,NET30,DAP,8,912.69,0.15
441,ZOR,10,2023-02-24,1000,DE01,Inside Sales,C010,MAT006,Medium,PREPAID,FCA,10,205.03,0.0
442,ZOR,10,2024-04-22,2000,EU01,Partner,C009,MAT006,Low,NET30,DAP,2,712.11,0.0
443,OR,10,2023-02-06,2000,EU02,Retail,C008,MAT007,Medium,PREPAID,FCA,7,895.36,0.0
444,ZOR,10,2024-11-06,1000,EU02,Online,C007,MAT005,Critical,COD,FCA,11,657.63,0.0
445,OR,10,2024-08-27,2000,EU01,Online,C006,MAT007,Low,COD,DAP,6,762.06,0.0
446,OR,10,2023-08-29,1000,EU01,Online,C006,MAT003,Low,PREPAID,EXW,8,1195.96,0.05
447,ZOR,10,2023-10-01,1000,EU01,Inside Sales,C010,MAT007,High,NET30,DAP,2,1254.37,0.0
448,OR,10,2024-11-14,2000,EU01,Inside Sales,C004,MAT008,Low,NET45,DAP,5,118.89,0.1
449,ZOR,10,2023-04-05,2000,DE01,Inside Sales,C007,MAT004,High,NET30,FCA,5,925.69,0.0
450,ZOR,10,2023-11-17,2000,EU01,Inside Sales,C009,MAT003,Low,NET45,FCA,8,410.86,0.2
451,OR,10,2024-10-15,1000,EU01,Inside Sales,C003,MAT004,Medium,PREPAID,DAP,7,597.42,0.2
452,ZOR,10,2024-02-27,1000,EU01,Retail,C007,MAT004,Low,NET45,EXW,1,468.46,0.2
453,ZOR,10,2024-07-27,1000,DE01,Retail,C005,MAT003,Low,PREPAID,DAP,11,1007.0,0.15
454,OR,10,2023-01-21,2000,EU02,Partner,C002,MAT007,High,NET30,DAP,12,1522.45,0.0
455,ZOR,10,2024-05-27,2000,DE01,Retail,C010,MAT002,High,PREPAID,FCA,12,723.26,0.15
456,OR,10,2023-08-12,1000,DE01,Partner,C008,MAT007,High,NET30,DAP,9,696.35,0.0
457,ZOR,10,2024-05-01,1000,EU01,Inside Sales,C006,MAT005,Low,NET30,FCA,11,1445.13,0.0
458,ZOR,10,2023-09-17,2000,EU02,Online,C009,MAT004,Critical,COD,EXW,7,1672.05,0.0
459,OR,10,2023-11-01,2000,EU02,Partner,C007,MAT001,High,NET30,DAP,8,1335.7,0.2
460,ZOR,10,2023-04-13,1000,EU01,Inside Sales,C010,MAT006,Critical,NET30,EXW,11,1167.41,0.15
461,OR,10,2023-01-04,2000,EU01,Online,C002,MAT003,Medium,NET45,FCA,11,759.21,0.0
462,OR,10,2023-05-17,2000,EU01,Retail,C002,MAT007,High,NET45,DAP,7,1702.5,0.1
463,OR,10,2024-07-25,2000,DE01,Partner,C003,MAT001,Critical,COD,FCA,5,298.43,0.0
464,ZOR,10,2023-01-15,2000,DE01,Retail,C004,MAT004,High,PREPAID,FCA,8,709.36,0.05
465,ZOR,10,2023-10-17,1000,EU01,Retail,C001,MAT005,High,NET45,FCA,8,1636.43,0.0
466,OR,10,2024-04-14,2000,DE01,Partner,C007,MAT004,Critical,COD,FCA,10,487.24,0.0
467,ZOR,10,2023-12-07,2000,EU02,Online,C001,MAT005,Critical,PREPAID,DAP,11,689.64,0.1
468,ZOR,10,2023-09-24,2000,EU01,Retail,C002,MAT006,Critical,NET45,DAP,2,587.92,0.0
469,ZOR,10,2024-01-05,2000,EU02,Partner,C009,MAT006,Critical,NET45,DAP,12,1790.41,0.2
470,OR,10,2024-10-13,1000,DE01,Online,C004,MAT003,Low,COD,DAP,3,1281.02,0.05
471,ZOR,10,2024-03-28,2000,EU01,Online,C003,MAT002,High,NET30,EXW,5,353.86,0.0
472,OR,10,2024-07-30,1000,EU01,Online,C004,MAT008,Low,PREPAID,EXW,5,1237.52,0.15
473,ZOR,10,2024-08-27,1000,DE01,Online,C008,MAT008,Critical,PREPAID,FCA,11,45.25,0.0
474,OR,10,2023-11-29,1000,EU02,Partner,C006,MAT001,Low,COD,EXW,7,485.36,0.0
475,ZOR,10,2023-08-02,2000,EU01,Retail,C002,MAT005,Critical,COD,FCA,5,1630.09,0.1
476,OR,10,2023-04-09,2000,EU01,Inside Sales,C008,MAT005,Critical,NET30,DAP,6,1118.48,0.05
477,ZOR,10,2023-02-11,1000,EU02,Retail,C008,MAT002,High,COD,DAP,2,1636.22,0.05
478,OR,10,2024-12-01,2000,EU01,Online,C009,MAT002,Low,NET30,FCA,7,763.98,0.05
479,ZOR,10,2023-09-17,1000,EU02,Online,C002,MAT008,Medium,NET45,DAP,1,182.01,0.15
480,ZOR,10,2024-04-10,2000,DE01,Retail,C003,MAT002,High,NET30,DAP,9,66.62,0.05
481,ZOR,10,2024-11-02,2000,EU02,Inside Sales,C005,MAT006,Critical,PREPAID,EXW,3,273.48,0.0
482,OR,10,2023-07-12,2000,EU02,Retail,C004,MAT007,Medium,NET30,DAP,8,296.51,0.05
483,ZOR,10,2023-06-06,2000,DE01,Inside Sales,C010,MAT004,Medium,PREPAID,FCA,7,124.88,0.0
484,ZOR,10,2024-03-18,2000,DE01,Inside Sales,C007,MAT008,Critical,NET45,FCA,1,967.47,0.05
485,ZOR,10,2023-03-07,2000,DE01,Inside Sales,C010,MAT006,Critical,COD,EXW,3,543.34,0.0
486,ZOR,10,2023-08-26,2000,DE01,Partner,C007,MAT007,High,COD,EXW,10,400.72,0.15
487,OR,10,2024-05-09,1000,DE01,Inside Sales,C002,MAT007,Critical,PREPAID,EXW,4,1017.81,0.0
488,OR,10,2024-11-24,1000,DE01,Partner,C007,MAT002,Medium,NET30,FCA,4,893.43,0.0
489,OR,10,2023-10-01,1000,EU01,Inside Sales,C002,MAT002,Low,NET30,FCA,2,329.84,0.0
