sales_document,sales_document_item,requested_delivery_date,plant,storage_location,shipping_condition
564,10,2024-02-12,AMS1,WH-C,Express
565,10,2024-06-09,BER1,WH-C,Express
566,10,2024-10-22,AMS1,WH-C,Pickup
567,10,2023-03-24,AMS1,WH-A,Pickup
568,10,2023-08-07,AMS1,WH-A,Express
569,10,2024-01-25,BER1,WH-B,Standard
570,10,2024-03-28,AMS1,WH-C,Express
571,10,2023-01-15,AMS1,WH-B,Standard
572,10,2023-12-16,AMS1,WH-A,Express
573,10,2024-04-20,AMS1,WH-C,Standard
574,10,2024-11-09,BER1,WH-B,Express
575,10,2024-05-03,AMS1,WH-A,Express
576,10,2023-05-03,AMS1,WH-A,Express
577,10,2023-09-23,PAR1,WH-C,Pickup
578,10,2024-01-28,PAR1,WH-A,Pickup
579,10,2024-01-12,PAR1,WH-A,Pickup
580,10,2024-11-10,AMS1,WH-A,Pickup
581,10,2024-11-12,AMS1,WH-A,Pickup
582,10,2023-08-04,AMS1,WH-B,Pickup
583,10,2024-07-01,PAR1,WH-A,Standard
584,10,2024-12-17,PAR1,WH-A,Express
585,10,2023-04-16,BER1,WH-A,Standard
586,10,2024-05-18,BER1,WH-B,Express
587,10,2024-11-15,BER1,WH-A,Pickup
588,10,2023-03-09,PAR1,WH-B,Express
589,10,2023-05-07,BER1,WH-B,Express
590,10,2023-01-01,PAR1,WH-C,Pickup
591,10,2023-08-03,AMS1,WH-A,Pickup
592,10,2024-10-01,BER1,WH-C,Pickup
593,10,2023-03-21,BER1,WH-B,Standard
594,10,2024-07-03,BER1,WH-B,Standard
595,10,2023-05-13,AMS1,WH-A,Standard
596,10,2024-11-29,PAR1,WH-C,Express
597,10,2024-12-27,BER1,WH-B,Express
598,10,2023-04-01,PAR1,WH-B,Pickup
599,10,2024-03-16,AMS1,WH-A,Standard
600,10,2024-11-08,AMS1,WH-B,Pickup
601,10,2024-01-23,PAR1,WH-B,Standard
602,10,2023-11-14,BER1,WH-B,Standard
603,10,2023-01-11,AMS1,WH-A,Express
604,10,2024-02-12,PAR1,WH-B,Express
605,10,2024-01-09,PAR1,WH-B,Standard
606,10,2024-03-15,PAR1,WH-A,Standard
607,10,2023-08-31,PAR1,WH-A,Pickup
608,10,2024-06-07,PAR1,WH-A,Pickup
609,10,2024-09-03,BER1,WH-B,Standard
610,10,2024-06-24,AMS1,WH-C,Express
611,10,2023-09-13,AMS1,WH-A,Express
612,10,2024-05-21,PAR1,WH-C,Express
613,10,2023-09-04,BER1,WH-C,Express
614,10,2023-12-19,PAR1,WH-B,Pickup
615,10,2024-04-05,BER1,WH-C,Express
616,10,2024-02-20,BER1,WH-C,Standard
617,10,2023-01-12,PAR1,WH-A,Pickup
618,10,2023-05-20,PAR1,WH-A,Express
619,10,2024-09-21,PAR1,WH-A,Express
620,10,2024-12-07,AMS1,WH-B,Pickup
621,10,2024-05-10,BER1,WH-B,Standard
622,10,2024-09-14,BER1,WH-C,Pickup
623,10,2024-01-30,BER1,WH-A,Standard
624,10,2023-12-13,AMS1,WH-C,Pickup
625,10,2023-05-07,BER1,WH-B,Pickup
626,10,2023-10-21,AMS1,WH-A,Pickup
627,10,2024-09-17,AMS1,WH-B,Standard
628,10,2023-10-13,AMS1,WH-A,Standard
629,10,2024-08-22,AMS1,WH-C,Standard
630,10,2023-12-08,PAR1,WH-C,Pickup
631,10,2023-08-13,BER1,WH-B,Pickup
632,10,2023-06-01,AMS1,WH-A,Express
633,10,2023-04-19,AMS1,WH-A,Pickup
634,10,2024-05-02,PAR1,WH-A,Standard
635,10,2023-06-14,PAR1,WH-B,Pickup
636,10,2023-08-13,AMS1,WH-A,Standard
637,10,2024-01-24,BER1,WH-A,Standard
638,10,2023-01-13,BER1,WH-B,Pickup
639,10,2024-01-08,BER1,WH-A,Standard
640,10,2024-01-29,PAR1,WH-A,Pickup
641,10,2024-06-13,BER1,WH-A,Pickup
642,10,2024-10-06,BER1,WH-A,Pickup
643,10,2024-08-16,PAR1,WH-B,Express
644,10,2024-01-15,AMS1,WH-C,Standard
645,10,2024-10-02,PAR1,WH-A,Standard
646,10,2024-04-26,PAR1,WH-B,Express
647,10,2024-12-28,PAR1,WH-B,Standard
648,10,2024-01-14,AMS1,WH-B,Standard
649,10,2023-11-10,AMS1,WH-B,Standard
650,10,2024-07-04,PAR1,WH-C,Express
651,10,2023-11-21,BER1,WH-C,Pickup
652,10,2024-10-17,PAR1,WH-A,Express
653,10,2024-01-09,PAR1,WH-B,Express
654,10,2023-07-08,AMS1,WH-C,Standard
655,10,2023-04-12,PAR1,WH-B,Pickup
656,10,2024-08-18,AMS1,WH-B,Pickup
657,10,2024-12-23,BER1,WH-A,Pickup
658,10,2023-06-14,AMS1,WH-C,Standard
659,10,2024-02-24,BER1,WH-A,Standard
660,10,2024-03-28,BER1,WH-A,Standard
661,10,2023-08-17,BER1,WH-A,Pickup
662,10,2024-09-03,BER1,WH-B,Express
663,10,2024-05-18,PAR1,WH-A,Standard
664,10,2023-12-25,AMS1,WH-A,Standard
665,10,2023-02-07,AMS1,WH-B,Standard
666,10,2024-05-24,BER1,WH-C,Pickup
667,10,2024-03-23,BER1,WH-B,Express
668,10,2023-02-11,BER1,WH-A,Standard
669,10,2024-11-10,BER1,WH-C,Standard
670,10,2024-02-06,AMS1,WH-B,Standard
671,10,2023-10-17,PAR1,WH-A,Standard
672,10,2023-10-21,AMS1,WH-B,Express
673,10,2023-03-26,BER1,WH-A,Express
674,10,2023-12-05,BER1,WH-B,Standard
675,10,2024-12-09,BER1,WH-C,Express
676,10,2023-09-06,BER1,WH-C,Pickup
677,10,2023-07-30,PAR1,WH-C,Pickup
678,10,2023-11-18,AMS1,WH-A,Pickup
679,10,2023-10-20,AMS1,WH-A,Standard
680,10,2024-11-12,BER1,WH-B,Express
681,10,2024-01-15,AMS1,WH-C,Express
682,10,2023-04-23,PAR1,WH-C,Express
683,10,2024-02-21,AMS1,WH-C,Pickup
684,10,2023-04-13,BER1,WH-C,Standard
685,10,2024-03-17,AMS1,WH-A,Express
686,10,2023-01-25,AMS1,WH-C,Standard
687,10,2023-09-20,BER1,WH-B,Express
688,10,2024-11-12,PAR1,WH-A,Standard
689,10,2024-10-07,PAR1,WH-B,Express
690,10,2023-05-08,PAR1,WH-C,Pickup
691,10,2023-06-17,AMS1,WH-A,Pickup
692,10,2023-12-28,BER1,WH-B,Express
693,10,2023-02-10,AMS1,WH-C,Standard
694,10,2024-08-17,AMS1,WH-C,Express
695,10,2024-01-28,AMS1,WH-A,Standard
696,10,2023-01-30,BER1,WH-B,Pickup
697,10,2024-04-16,PAR1,WH-C,Pickup
698,10,2024-06-07,AMS1,WH-C,Pickup
699,10,2023-07-25,AMS1,WH-B,Pickup
700,10,2023-05-12,BER1,WH-C,Standard
701,10,2023-09-04,BER1,WH-B,Pickup
702,10,2024-03-13,PAR1,WH-B,Express
703,10,2024-01-05,BER1,WH-C,Standard
704,10,2024-01-03,PAR1,WH-C,Standard
705,10,2024-06-23,PAR1,WH-A,Pickup
706,10,2024-11-30,BER1,WH-C,Express
707,10,2024-04-04,AMS1,WH-A,Standard
708,10,2023-06-23,PAR1,WH-A,Standard
709,10,2023-07-13,BER1,WH-C,Express
710,10,2023-05-18,BER1,WH-A,Standard
711,10,2023-03-20,AMS1,WH-A,Express
712,10,2023-03-04,PAR1,WH-C,Express
713,10,2024-07-26,BER1,WH-A,Standard
714,10,2023-02-02,BER1,WH-B,Standard
715,10,2024-09-29,PAR1,WH-C,Standard
716,10,2023-01-22,AMS1,WH-A,Standard
717,10,2024-02-14,PAR1,WH-B,Pickup
718,10,2023-09-09,BER1,WH-B,Pickup
719,10,2024-07-20,AMS1,WH-B,Pickup
720,10,2024-01-30,BER1,WH-C,Pickup
721,10,2024-06-30,AMS1,WH-B,Express
722,10,2023-02-28,BER1,WH-A,Pickup
723,10,2024-12-02,PAR1,WH-C,Express
724,10,2023-05-15,PAR1,WH-C,Standard
725,10,2024-02-28,BER1,WH-C,Standard
726,10,2023-06-05,AMS1,WH-B,Standard
727,10,2024-12-02,PAR1,WH-B,Standard
728,10,2024-10-27,PAR1,WH-A,Standard
729,10,2024-01-18,PAR1,WH-C,Standard
730,10,2024-01-31,AMS1,WH-A,Standard
731,10,2023-10-28,AMS1,WH-A,Pickup
732,10,2024-07-28,PAR1,WH-C,Express
733,10,2023-05-23,BER1,WH-A,Pickup
734,10,2023-01-18,BER1,WH-C,Express
735,10,2024-02-04,BER1,WH-A,Pickup
736,10,2024-01-01,BER1,WH-A,Pickup
737,10,2024-09-06,PAR1,WH-C,Standard
738,10,2024-06-06,AMS1,WH-A,Pickup
739,10,2023-10-21,PAR1,WH-B,Express
740,10,2023-04-15,AMS1,WH-C,Standard
741,10,2024-06-19,PAR1,WH-A,Express
742,10,2023-03-24,PAR1,WH-B,Express
743,10,2024-07-30,AMS1,WH-B,Standard
744,10,2023-07-28,PAR1,WH-C,Standard
745,10,2024-10-22,BER1,WH-A,Standard
746,10,2023-10-30,PAR1,WH-A,Standard
747,10,2024-05-19,AMS1,WH-B,Express
748,10,2024-03-15,PAR1,WH-A,Express
749,10,2023-04-24,BER1,WH-B,Pickup
750,10,2023-07-23,BER1,WH-A,Pickup
751,10,2023-04-17,AMS1,WH-C,Pickup
752,10,2023-05-18,PAR1,WH-B,Express
753,10,2024-03-12,PAR1,WH-B,Express
754,10,2023-10-21,AMS1,WH-B,Express
755,10,2024-07-31,PAR1,WH-B,Express
756,10,2024-08-03,BER1,WH-B,Pickup
757,10,2023-08-05,BER1,WH-A,Pickup
758,10,2024-06-21,PAR1,WH-B,Standard
759,10,2023-01-13,PAR1,WH-C,Express
760,10,2024-06-18,BER1,WH-A,Express
761,10,2024-12-21,PAR1,WH-A,Express
762,10,2024-10-06,BER1,WH-A,Express
763,10,2023-06-06,PAR1,WH-B,Pickup
764,10,2024-09-24,BER1,WH-A,Pickup
765,10,2024-06-15,AMS1,WH-C,Standard
766,10,2024-06-28,AMS1,WH-C,Express
767,10,2023-07-03,BER1,WH-B,Express
768,10,2024-06-24,AMS1,WH-A,Express
769,10,2024-12-23,PAR1,WH-A,Pickup
770,10,2024-01-19,PAR1,WH-B,Standard
771,10,2024-11-06,BER1,WH-C,Standard
772,10,2023-10-06,AMS1,WH-B,Standard
773,10,2023-12-26,AMS1,WH-C,Pickup
774,10,2023-01-21,BER1,WH-C,Pickup
775,10,2023-05-17,BER1,WH-A,Pickup
776,10,2023-09-27,PAR1,WH-B,Express
777,10,2024-07-10,AMS1,WH-A,Standard
778,10,2024-06-19,BER1,WH-A,Standard
779,10,2024-05-04,PAR1,WH-C,Express
780,10,2024-03-23,PAR1,WH-A,Pickup
781,10,2024-03-15,BER1,WH-B,Express
782,10,2023-12-29,BER1,WH-B,Standard
783,10,2023-09-14,AMS1,WH-B,Standard
784,10,2023-09-06,AMS1,WH-C,Pickup
785,10,2024-08-23,BER1,WH-A,Pickup
786,10,2023-11-14,AMS1,WH-B,Standard
787,10,2023-06-25,PAR1,WH-B,Standard
788,10,2024-05-20,AMS1,WH-A,Standard
789,10,2024-03-18,BER1,WH-B,Standard
790,10,2024-01-12,AMS1,WH-B,Express
791,10,2023-02-06,AMS1,WH-B,Pickup
792,10,2024-04-16,AMS1,WH-C,Express
793,10,2023-11-08,PAR1,WH-C,Pickup
794,10,2024-12-16,AMS1,WH-B,Standard
795,10,2024-02-27,AMS1,WH-A,Standard
796,10,2024-09-25,AMS1,WH-A,Standard
797,10,2024-05-27,AMS1,WH-B,Express
798,10,2023-11-23,BER1,WH-B,Express
799,10,2023-05-17,AMS1,WH-B,Pickup
800,10,2024-03-11,BER1,WH-A,Standard
801,10,2023-10-24,BER1,WH-A,Express
802,10,2024-09-26,PAR1,WH-B,Pickup
803,10,2024-06-07,BER1,WH-C,Pickup
804,10,2024-04-17,BER1,WH-C,Express
805,10,2024-12-07,AMS1,WH-C,Standard
806,10,2024-01-16,BER1,WH-B,Standard
807,10,2023-10-03,PAR1,WH-B,Standard
808,10,2023-10-09,BER1,WH-C,Pickup
809,10,2023-11-11,PAR1,WH-B,Pickup
810,10,2024-08-26,AMS1,WH-B,Standard
811,10,2023-06-25,PAR1,WH-A,Pickup
812,10,2023-07-22,AMS1,WH-C,Pickup
813,10,2023-10-10,BER1,WH-C,Standard
814,10,2024-07-22,AMS1,WH-B,Express
815,10,2024-07-08,PAR1,WH-B,Standard
816,10,2024-08-06,BER1,WH-B,Express
817,10,2024-05-10,PAR1,WH-B,Pickup
818,10,2023-06-19,AMS1,WH-C,Express
819,10,2023-11-28,BER1,WH-C,Express
820,10,2023-06-11,AMS1,WH-C,Pickup
821,10,2024-04-08,AMS1,WH-A,Express
822,10,2023-07-27,BER1,WH-C,Pickup
823,10,2024-03-27,AMS1,WH-A,Pickup
824,10,2024-09-17,BER1,WH-B,Express
825,10,2024-02-28,AMS1,WH-C,Pickup
826,10,2023-10-26,AMS1,WH-A,Pickup
827,10,2024-12-22,AMS1,WH-A,Pickup
828,10,2024-03-23,BER1,WH-C,Pickup
829,10,2024-09-18,PAR1,WH-C,Express
830,10,2024-03-18,PAR1,WH-C,Pickup
831,10,2024-07-03,BER1,WH-A,Express
832,10,2023-12-23,AMS1,WH-A,Pickup
833,10,2024-03-31,PAR1,WH-A,Standard
834,10,2023-07-04,PAR1,WH-B,Standard
835,10,2023-09-20,PAR1,WH-B,Express
836,10,2024-12-24,BER1,WH-A,Standard
837,10,2024-04-26,PAR1,WH-C,Pickup
838,10,2024-01-14,AMS1,WH-A,Standard
839,10,2023-02-07,AMS1,WH-A,Express
840,10,2024-05-10,PAR1,WH-C,Standard
841,10,2023-04-11,AMS1,WH-B,Pickup
842,10,2023-04-18,PAR1,WH-C,Pickup
843,10,2024-02-04,AMS1,WH-A,Standard
844,10,2024-08-16,BER1,WH-B,Pickup
845,10,2024-05-18,BER1,WH-A,Express
846,10,2024-12-31,BER1,WH-A,Pickup
847,10,2024-01-04,PAR1,WH-A,Standard
848,10,2023-06-07,BER1,WH-A,Pickup
849,10,2024-12-29,AMS1,WH-B,Express
850,10,2023-07-18,AMS1,WH-A,Pickup
851,10,2023-05-02,BER1,WH-B,Pickup
852,10,2023-04-30,AMS1,WH-A,Express
853,10,2024-05-23,BER1,WH-A,Pickup
854,10,2024-05-18,AMS1,WH-A,Standard
855,10,2023-04-21,AMS1,WH-C,Pickup
856,10,2023-02-10,AMS1,WH-B,Pickup
857,10,2023-12-20,PAR1,WH-B,Pickup
858,10,2024-02-16,AMS1,WH-C,Pickup
859,10,2024-10-18,BER1,WH-C,Express
860,10,2024-06-05,AMS1,WH-B,Express
861,10,2024-02-04,PAR1,WH-A,Standard
862,10,2023-08-28,BER1,WH-B,Standard
863,10,2024-06-23,PAR1,WH-A,Standard
864,10,2024-12-22,PAR1,WH-A,Express
865,10,2023-10-04,AMS1,WH-C,Express
866,10,2023-03-14,PAR1,WH-C,Standard
867,10,2023-11-09,PAR1,WH-A,Pickup
868,10,2023-07-19,AMS1,WH-B,Pickup
869,10,2024-12-18,AMS1,WH-A,Express
870,10,2023-12-31,BER1,WH-A,Standard
871,10,2024-02-01,PAR1,WH-B,Express
872,10,2023-07-03,PAR1,WH-C,Pickup
873,10,2023-04-21,AMS1,WH-A,Standard
874,10,2024-05-23,PAR1,WH-B,Standard
875,10,2024-10-20,AMS1,WH-A,Pickup
876,10,2024-08-01,PAR1,WH-A,Express
877,10,2023-11-18,PAR1,WH-B,Pickup
878,10,2024-12-16,BER1,WH-A,Pickup
879,10,2023-07-31,BER1,WH-C,Express
880,10,2023-09-24,AMS1,WH-B,Pickup
881,10,2023-01-13,BER1,WH-C,Pickup
882,10,2024-12-02,BER1,WH-C,Express
883,10,2024-05-03,PAR1,WH-A,Standard
884,10,2024-09-04,PAR1,WH-A,Express
885,10,2024-01-27,PAR1,WH-B,Express
886,10,2023-06-14,PAR1,WH-A,Pickup
887,10,2024-01-31,AMS1,WH-B,Standard
888,10,2024-09-24,BER1,WH-A,Pickup
889,10,2024-10-16,BER1,WH-B,Express
890,10,2024-10-10,AMS1,WH-A,Standard
891,10,2024-06-26,BER1,WH-B,Pickup
892,10,2024-05-01,AMS1,WH-A,Standard
893,10,2023-01-27,BER1,WH-B,Express
894,10,2024-09-18,BER1,WH-B,Express
895,10,2024-01-14,PAR1,WH-B,Standard
896,10,2024-08-06,BER1,WH-C,Standard
897,10,2024-01-09,AMS1,WH-C,Pickup
898,10,2023-06-04,PAR1,WH-B,Express
899,10,2023-01-27,PAR1,WH-B,Pickup
900,10,2023-03-25,PAR1,WH-C,Pickup
901,10,2024-12-18,AMS1,WH-B,Express
902,10,2024-04-10,BER1,WH-A,Standard
903,10,2023-01-15,BER1,WH-A,Standard
904,10,2023-04-09,PAR1,WH-C,Standard
905,10,2024-05-02,PAR1,WH-A,Standard
906,10,2023-03-19,PAR1,WH-A,Pickup
907,10,2023-01-09,PAR1,WH-B,Pickup
908,10,2024-11-26,AMS1,WH-B,Standard
909,10,2023-11-19,AMS1,WH-A,Express
910,10,2024-02-07,PAR1,WH-A,Standard
911,10,2023-04-13,PAR1,WH-B,Standard
912,10,2023-07-22,AMS1,WH-A,Standard
913,10,2024-06-23,PAR1,WH-A,Standard
914,10,2023-10-17,PAR1,WH-A,Pickup
915,10,2024-10-15,BER1,WH-B,Express
916,10,2024-04-26,AMS1,WH-A,Pickup
917,10,2024-02-05,PAR1,WH-A,Express
918,10,2023-11-28,AMS1,WH-A,Express
919,10,2024-03-10,AMS1,WH-C,Express
920,10,2024-07-24,BER1,WH-A,Express
921,10,2023-12-09,BER1,WH-C,Standard
922,10,2023-11-29,BER1,WH-B,Express
923,10,2023-12-14,BER1,WH-B,Express
924,10,2023-05-06,BER1,WH-C,Standard
925,10,2023-12-01,BER1,WH-C,Express
926,10,2023-01-11,PAR1,WH-B,Express
927,10,2024-02-02,PAR1,WH-C,Pickup
928,10,2024-06-10,PAR1,WH-C,Pickup
929,10,2024-09-06,AMS1,WH-A,Standard
930,10,2024-02-05,BER1,WH-C,Express
931,10,2023-01-19,PAR1,WH-B,Standard
932,10,2023-10-22,PAR1,WH-A,Standard
933,10,2023-06-29,PAR1,WH-A,Express
934,10,2023-03-16,BER1,WH-B,Standard
935,10,2023-10-18,AMS1,WH-C,Pickup
936,10,2024-05-15,PAR1,WH-C,Pickup
937,10,2023-05-31,PAR1,WH-C,Pickup
938,10,2024-01-08,PAR1,WH-A,Express
939,10,2023-12-16,PAR1,WH-C,Pickup
940,10,2023-08-28,BER1,WH-A,Standard
941,10,2024-10-23,AMS1,WH-B,Pickup
942,10,2024-07-13,BER1,WH-B,Standard
943,10,2024-11-12,PAR1,WH-C,Express
944,10,2024-12-04,PAR1,WH-B,Standard
945,10,2024-05-17,BER1,WH-B,Pickup
946,10,2023-12-14,PAR1,WH-A,Express
947,10,2024-03-31,AMS1,WH-A,Pickup
948,10,2023-11-01,PAR1,WH-A,Standard
949,10,2023-02-17,PAR1,WH-A,Express
950,10,2024-05-26,AMS1,WH-A,Express
951,10,2023-04-07,AMS1,WH-C,Standard
952,10,2024-01-19,PAR1,WH-C,Pickup
953,10,2023-01-15,BER1,WH-A,Express
954,10,2024-05-03,AMS1,WH-C,Pickup
955,10,2024-08-08,AMS1,WH-A,Standard
956,10,2024-11-25,BER1,WH-B,Standard
957,10,2023-02-03,AMS1,WH-C,Pickup
958,10,2023-12-02,BER1,WH-B,Pickup
959,10,2023-10-03,AMS1,WH-B,Pickup
960,10,2024-03-10,PAR1,WH-B,Pickup
961,10,2023-09-10,PAR1,WH-B,Pickup
962,10,2023-09-23,PAR1,WH-B,Standard
963,10,2024-08-06,BER1,WH-B,Pickup
964,10,2023-02-17,BER1,WH-B,Standard
965,10,2023-10-12,BER1,WH-A,Pickup
966,10,2023-07-29,BER1,WH-A,Express
967,10,2023-10-19,PAR1,WH-B,Standard
968,10,2023-06-07,AMS1,WH-B,Express
969,10,2023-07-31,PAR1,WH-B,Pickup
970,10,2024-02-01,PAR1,WH-B,Standard
971,10,2023-04-06,PAR1,WH-C,Express
972,10,2023-07-20,AMS1,WH-A,Pickup
973,10,2023-05-30,PAR1,WH-A,Express
974,10,2024-07-19,AMS1,WH-C,Express
975,10,2023-07-05,BER1,WH-A,Express
976,10,2024-09-22,AMS1,WH-A,Standard
977,10,2023-10-30,PAR1,WH-B,Standard
978,10,2023-02-13,BER1,WH-A,Standard
979,10,2024-03-27,AMS1,WH-C,Standard
980,10,2024-01-18,PAR1,WH-B,Express
981,10,2024-09-11,BER1,WH-C,Standard
982,10,2024-07-30,AMS1,WH-C,Pickup
983,10,2023-10-22,PAR1,WH-C,Express
984,10,2023-10-01,BER1,WH-B,Pickup
985,10,2023-07-20,BER1,WH-A,Pickup
986,10,2023-06-23,PAR1,WH-B,Express
987,10,2024-11-12,AMS1,WH-C,Pickup
988,10,2023-02-25,AMS1,WH-C,Express
989,10,2024-03-08,BER1,WH-B,Express
990,10,2023-02-04,BER1,WH-C,Express
991,10,2023-12-17,PAR1,WH-C,Standard
992,10,2023-02-27,BER1,WH-A,Standard
993,10,2023-03-26,AMS1,WH-A,Pickup
994,10,2024-04-25,AMS1,WH-B,Standard
995,10,2023-11-11,BER1,WH-C,Pickup
996,10,2023-06-06,PAR1,WH-C,Standard
997,10,2024-07-20,AMS1,WH-B,Pickup
998,10,2024-06-01,BER1,WH-B,Standard
999,10,2023-06-02,AMS1,WH-C,Express
1000,10,2023-12-13,PAR1,WH-C,Express
1001,10,2024-03-26,BER1,WH-B,Standard
1002,10,2024-04-21,BER1,WH-A,Express
1003,10,2023-09-06,BER1,WH-C,Express
1004,10,2024-07-20,BER1,WH-A,Pickup
1005,10,2023-09-28,PAR1,WH-C,Standard
1006,10,2023-03-12,PAR1,WH-B,Pickup
1007,10,2023-05-08,BER1,WH-A,Pickup
1008,10,2023-06-06,BER1,WH-A,Standard
1009,10,2024-10-05,BER1,WH-B,Standard
1010,10,2023-01-11,PAR1,WH-C,Standard
1011,10,2024-09-05,BER1,WH-A,Standard
1012,10,2023-11-10,AMS1,WH-A,Standard
1013,10,2023-10-26,PAR1,WH-A,Standard
1014,10,2023-03-22,BER1,WH-C,Pickup
1015,10,2023-10-04,BER1,WH-C,Express
1016,10,2023-09-11,PAR1,WH-C,Pickup
1017,10,2024-02-27,AMS1,WH-C,Standard
1018,10,2024-08-18,AMS1,WH-C,Express
1019,10,2024-08-19,AMS1,WH-A,Standard
1020,10,2023-01-03,AMS1,WH-B,Pickup
1021,10,2024-01-26,AMS1,WH-B,Express
1022,10,2023-09-21,AMS1,WH-B,Standard
1023,10,2024-03-17,AMS1,WH-B,Standard
1024,10,2023-06-18,BER1,WH-B,Express
1025,10,2024-01-16,PAR1,WH-C,Pickup
1026,10,2024-08-11,AMS1,WH-C,Pickup
1027,10,2023-09-18,AMS1,WH-B,Express
1028,10,2024-07-06,PAR1,WH-C,Standard
1029,10,2023-04-24,BER1,WH-B,Standard
1030,10,2024-08-27,BER1,WH-A,Pickup
1031,10,2024-12-09,AMS1,WH-A,Express
1032,10,2024-12-17,PAR1,WH-A,Express
1033,10,2023-07-03,PAR1,WH-A,Pickup
1034,10,2024-10-07,PAR1,WH-B,Express
1035,10,2023-04-03,PAR1,WH-C,Standard
1036,10,2024-08-23,PAR1,WH-A,Pickup
1037,10,2024-02-27,PAR1,WH-C,Standard
1038,10,2023-05-19,AMS1,WH-B,Pickup
1039,10,2023-05-20,PAR1,WH-C,Pickup
1040,10,2023-12-04,PAR1,WH-C,Standard
1041,10,2023-03-25,AMS1,WH-C,Pickup
1042,10,2024-06-07,BER1,WH-A,Standard
1043,10,2024-05-29,AMS1,WH-A,Express
1044,10,2023-12-23,AMS1,WH-C,Express
1045,10,2023-12-03,BER1,WH-B,Standard
1046,10,2024-09-22,PAR1,WH-A,Pickup
1047,10,2024-06-25,BER1,WH-C,Pickup
1048,10,2023-03-09,PAR1,WH-B,Pickup
1049,10,2023-11-03,BER1,WH-B,Express
1050,10,2024-10-12,PAR1,WH-A,Express
1051,10,2023-07-17,PAR1,WH-C,Express
1052,10,2024-06-15,AMS1,WH-A,Pickup
1053,10,2023-08-16,BER1,WH-A,Standard
1054,10,2025-01-06,BER1,WH-B,Standard
1055,10,2023-11-27,AMS1,WH-C,Pickup
1056,10,2024-06-21,PAR1,WH-A,Pickup
1057,10,2024-12-13,AMS1,WH-C,Standard
1058,10,2023-05-19,AMS1,WH-A,Express
1059,10,2023-05-25,BER1,WH-A,Pickup
1060,10,2023-02-10,PAR1,WH-A,Express
1061,10,2024-12-11,BER1,WH-A,Pickup
1062,10,2023-06-11,PAR1,WH-C,Express
1063,10,2024-03-27,PAR1,WH-A,Standard
1064,10,2024-04-03,PAR1,WH-A,Pickup
1065,10,2023-04-22,PAR1,WH-B,Standard
1066,10,2024-08-21,AMS1,WH-C,Express
1067,10,2023-09-12,BER1,WH-B,Pickup
1068,10,2024-03-24,BER1,WH-C,Standard
1069,10,2023-06-30,AMS1,WH-A,Express
1070,10,2024-02-23,AMS1,WH-A,Express
1071,10,2024-01-29,BER1,WH-C,Pickup
1072,10,2024-08-11,BER1,WH-A,Express
1073,10,2023-08-19,PAR1,WH-A,Express
1074,10,2023-12-09,AMS1,WH-A,Pickup
1075,10,2024-02-24,AMS1,WH-B,Express
1076,10,2023-10-18,BER1,WH-C,Pickup
1077,10,2024-10-06,BER1,WH-A,Express
1078,10,2023-11-25,PAR1,WH-A,Standard
1079,10,2024-09-15,AMS1,WH-A,Standard
1080,10,2023-08-20,PAR1,WH-A,Standard
1081,10,2024-03-24,AMS1,WH-C,Standard
1082,10,2024-11-16,BER1,WH-C,Express
1083,10,2023-12-17,BER1,WH-B,Pickup
1084,10,2024-08-17,BER1,WH-B,Standard
1085,10,2023-05-31,BER1,WH-B,Pickup
1086,10,2024-11-07,BER1,WH-A,Pickup
1087,10,2023-05-24,PAR1,WH-A,Pickup
1088,10,2023-05-15,AMS1,WH-C,Standard
1089,10,2024-06-08,PAR1,WH-B,Pickup
1090,10,2024-02-08,AMS1,WH-C,Express
1091,10,2024-05-21,PAR1,WH-B,Pickup
1092,10,2024-06-20,AMS1,WH-C,Pickup
1093,10,2023-12-08,AMS1,WH-B,Pickup
1094,10,2024-02-08,PAR1,WH-C,Pickup
1095,10,2023-12-23,BER1,WH-B,Standard
1096,10,2023-08-15,PAR1,WH-B,Pickup
1097,10,2024-07-29,PAR1,WH-C,Express
1098,10,2023-05-04,AMS1,WH-B,Standard
1099,10,2023-12-07,AMS1,WH-B,Standard
1100,10,2024-06-21,BER1,WH-A,Pickup
1101,10,2023-07-05,PAR1,WH-C,Express
1102,10,2023-12-25,BER1,WH-A,Pickup
1103,10,2024-12-27,BER1,WH-B,Express
1104,10,2023-05-02,PAR1,WH-A,Pickup
1105,10,2023-09-06,PAR1,WH-B,Standard
1106,10,2023-07-06,AMS1,WH-C,Pickup
1107,10,2024-10-24,BER1,WH-C,Express
1108,10,2023-04-19,BER1,WH-A,Pickup
1109,10,2023-09-10,PAR1,WH-C,Pickup
1110,10,2024-11-20,AMS1,WH-A,Standard
1111,10,2023-02-04,AMS1,WH-A,Pickup
1112,10,2024-04-25,PAR1,WH-C,Pickup
1113,10,2023-08-10,AMS1,WH-C,Pickup
1114,10,2024-12-22,AMS1,WH-A,Express
1115,10,2024-02-14,PAR1,WH-B,Standard
1116,10,2023-07-17,AMS1,WH-A,Standard
1117,10,2024-07-25,AMS1,WH-C,Pickup
1118,10,2024-09-17,BER1,WH-A,Express
1119,10,2023-10-19,BER1,WH-C,Standard
1120,10,2023-04-06,PAR1,WH-A,Pickup
1121,10,2024-09-24,PAR1,WH-A,Standard
1122,10,2023-08-07,BER1,WH-A,Standard
